# URI 2026 Linear Actuator Experiment
# Mode: Tracking
# Controller: SlidingMode
# Sine: 1.0 in amplitude, 40.0s period
# Ts: 0.001s  Duration: 20.0s
# t	e	x	xd	u	dt
0.0010	-0.6474	0.0000	0.6474	0.0100	0.001002
0.0021	-1.3582	0.0000	1.3582	0.0213	0.001100
0.0030	-1.9393	0.0000	1.9393	0.0307	0.000899
0.0040	-2.5857	0.0000	2.5857	0.0412	0.001000
0.0061	-3.9368	0.0000	3.9368	0.0638	0.002090
0.0065	-4.1733	0.0000	4.1733	0.0677	0.000366
0.0070	-4.5248	0.0000	4.5248	0.0736	0.000544
0.0080	-5.1712	0.0000	5.1712	0.0845	0.001000
0.0090	-5.8176	0.0000	5.8176	0.0955	0.001000
0.0100	-6.4640	0.0000	6.4640	0.1066	0.001000
0.0110	-7.1104	0.0000	7.1104	0.1177	0.001000
0.0120	-7.7568	0.0000	7.7568	0.1289	0.001000
0.0130	-8.4032	0.0000	8.4032	0.1401	0.001000
0.0140	-9.0495	0.0000	9.0495	0.1513	0.001000
0.0150	-9.6959	0.0000	9.6959	0.1625	0.001000
0.0160	-10.3423	0.0000	10.3423	0.1737	0.001000
0.0170	-10.9887	0.0000	10.9887	0.1850	0.001000
0.0180	-11.6351	0.0000	11.6351	0.1962	0.001000
0.0190	-12.2814	0.0000	12.2814	0.2074	0.001000
0.0200	-12.9279	0.0000	12.9279	0.2186	0.001000
0.0210	-13.5743	0.0000	13.5743	0.2298	0.001000
0.0220	-14.2206	0.0000	14.2206	0.2410	0.001000
0.0230	-14.8670	0.0000	14.8670	0.2521	0.001000
0.0240	-15.5134	0.0000	15.5134	0.2632	0.001000
0.0250	-16.1597	0.0000	16.1597	0.2742	0.001000
0.0260	-16.8061	0.0000	16.8061	0.2851	0.001000
0.0270	-17.4525	0.0000	17.4525	0.2961	0.001000
0.0280	-18.0989	0.0000	18.0989	0.3069	0.001000
0.0290	-18.7453	0.0000	18.7453	0.3177	0.001000
0.0300	-19.3917	0.0000	19.3917	0.3284	0.001000
0.0310	-20.0380	0.0000	20.0380	0.3390	0.001000
0.0320	-20.6843	0.0000	20.6843	0.3495	0.001000
0.0330	-21.3308	0.0000	21.3308	0.3600	0.001000
0.0340	-20.9771	1.0000	21.9771	0.3702	0.001000
0.0350	-21.6235	1.0000	22.6235	0.3803	0.001000
0.0360	-22.2699	1.0000	23.2699	0.3904	0.001000
0.0370	-22.9163	1.0000	23.9163	0.4003	0.001000
0.0380	-23.5626	1.0000	24.5626	0.4101	0.001000
0.0390	-24.2090	1.0000	25.2090	0.4199	0.001000
0.0400	-24.8553	1.0000	25.8553	0.4295	0.001000
0.0410	-25.5017	1.0000	26.5017	0.4390	0.001000
0.0420	-26.1480	1.0000	27.1480	0.4483	0.001000
0.0430	-26.7944	1.0000	27.7944	0.4576	0.001000
0.0440	-27.4408	1.0000	28.4408	0.4667	0.001000
0.0450	-27.0871	2.0000	29.0871	0.4756	0.001000
0.0460	-27.7336	2.0000	29.7336	0.4844	0.001000
0.0470	-28.3799	2.0000	30.3799	0.4930	0.001000
0.0480	-29.0264	2.0000	31.0264	0.5015	0.001000
0.0490	-29.6726	2.0000	31.6726	0.5099	0.001000
0.0500	-30.3190	2.0000	32.3190	0.5181	0.001000
0.0510	-30.9654	2.0000	32.9654	0.5263	0.001000
0.0520	-30.6117	3.0000	33.6117	0.5341	0.001000
0.0530	-31.2581	3.0000	34.2581	0.5418	0.001000
0.0540	-31.9044	3.0000	34.9044	0.5494	0.001000
0.0550	-32.5508	3.0000	35.5508	0.5568	0.001000
0.0560	-32.1972	4.0000	36.1972	0.5526	0.001000
0.0570	-32.8435	4.0000	36.8435	0.5483	0.001000
0.0580	-33.4899	4.0000	37.4899	0.5441	0.001000
0.0590	-33.1362	5.0000	38.1362	0.5394	0.001000
0.0600	-33.7826	5.0000	38.7826	0.5347	0.001000
0.0610	-34.4290	5.0000	39.4290	0.5301	0.001000
0.0620	-35.0754	5.0000	40.0754	0.5253	0.001000
0.0630	-34.7216	6.0000	40.7216	0.5203	0.001000
0.0640	-35.3680	6.0000	41.3680	0.5153	0.001000
0.0650	-36.0143	6.0000	42.0143	0.5103	0.001000
0.0660	-36.6607	6.0000	42.6607	0.5052	0.001000
0.0670	-36.3070	7.0000	43.3070	0.4999	0.001000
0.0680	-36.9534	7.0000	43.9534	0.4945	0.001000
0.0690	-37.5997	7.0000	44.5997	0.4892	0.001000
0.0700	-37.2460	8.0000	45.2460	0.4836	0.001000
0.0710	-37.8924	8.0000	45.8924	0.4779	0.001000
0.0720	-37.5388	9.0000	46.5388	0.4721	0.001000
0.0730	-38.1851	9.0000	47.1851	0.4662	0.001000
0.0740	-38.8314	9.0000	47.8314	0.4603	0.001000
0.0750	-38.4779	10.0000	48.4779	0.4541	0.001000
0.0760	-39.1242	10.0000	49.1242	0.4480	0.001000
0.0770	-39.7704	10.0000	49.7704	0.4419	0.001000
0.0780	-40.4168	10.0000	50.4168	0.4359	0.001000
0.0790	-40.0632	11.0000	51.0632	0.4295	0.001000
0.0800	-40.7095	11.0000	51.7095	0.4231	0.001000
0.0810	-40.3558	12.0000	52.3558	0.4165	0.001000
0.0820	-41.0022	12.0000	53.0022	0.4099	0.001000
0.0830	-41.6484	12.0000	53.6484	0.4034	0.001000
0.0840	-41.2947	13.0000	54.2947	0.3965	0.001000
0.0850	-41.9412	13.0000	54.9412	0.3897	0.001000
0.0860	-42.5874	13.0000	55.5874	0.3984	0.001000
0.0870	-42.2338	14.0000	56.2338	0.3915	0.001000
0.0880	-42.8800	14.0000	56.8800	0.3848	0.001000
0.0890	-43.5264	14.0000	57.5264	0.3936	0.001000
0.0900	-44.1727	14.0000	58.1727	0.4024	0.001000
0.0910	-43.8190	15.0000	58.8190	0.3958	0.001000
0.0920	-44.4654	15.0000	59.4654	0.4045	0.001000
0.0930	-44.1116	16.0000	60.1116	0.3977	0.001000
0.0940	-44.7580	16.0000	60.7580	0.4062	0.001000
0.0950	-45.4044	16.0000	61.4044	0.4148	0.001000
0.0960	-45.0506	17.0000	62.0506	0.4081	0.001000
0.0970	-45.6970	17.0000	62.6970	0.4166	0.001000
0.0980	-46.3432	17.0000	63.3432	0.4251	0.001000
0.0990	-45.9895	18.0000	63.9895	0.4186	0.001000
0.1000	-46.6358	18.0000	64.6358	0.4269	0.001000
0.1010	-47.2821	18.0000	65.2821	0.4353	0.001000
0.1020	-47.9284	18.0000	65.9284	0.4438	0.001000
0.1030	-47.5746	19.0000	66.5746	0.4376	0.001000
0.1040	-48.2209	19.0000	67.2209	0.4459	0.001000
0.1050	-48.8672	19.0000	67.8672	0.4541	0.001000
0.1060	-48.5135	20.0000	68.5135	0.4480	0.001000
0.1070	-49.1598	20.0000	69.1598	0.4561	0.001000
0.1080	-48.8062	21.0000	69.8062	0.4499	0.001000
0.1090	-49.4524	21.0000	70.4524	0.4438	0.001000
0.1100	-50.0987	21.0000	71.0987	0.4519	0.001000
0.1110	-49.7450	22.0000	71.7450	0.4457	0.001000
0.1120	-50.3913	22.0000	72.3913	0.4395	0.001000
0.1130	-51.0376	22.0000	73.0376	0.4477	0.001000
0.1140	-51.6838	22.0000	73.6838	0.4559	0.001000
0.1150	-51.3301	23.0000	74.3301	0.4498	0.001000
0.1160	-51.9764	23.0000	74.9764	0.4579	0.001000
0.1170	-51.6227	24.0000	75.6227	0.4517	0.001000
0.1180	-52.2689	24.0000	76.2689	0.4456	0.001000
0.1190	-52.9152	24.0000	76.9152	0.4537	0.001000
0.1200	-52.5615	25.0000	77.5615	0.4474	0.001000
0.1210	-53.2077	25.0000	78.2077	0.4413	0.001000
0.1220	-53.8540	25.0000	78.8540	0.4495	0.001000
0.1230	-53.5002	26.0000	79.5002	0.4432	0.001000
0.1240	-54.1466	26.0000	80.1466	0.4511	0.001000
0.1250	-54.7928	26.0000	80.7928	0.4592	0.001000
0.1260	-55.4391	26.0000	81.4391	0.4673	0.001000
0.1270	-55.0853	27.0000	82.0853	0.4613	0.001000
0.1280	-55.7315	27.0000	82.7315	0.4692	0.001000
0.1290	-55.3778	28.0000	83.3778	0.4632	0.001000
0.1300	-56.0241	28.0000	84.0241	0.4572	0.001000
0.1310	-56.6703	28.0000	84.6703	0.4652	0.001000
0.1320	-56.3165	29.0000	85.3165	0.4591	0.001000
0.1330	-56.9628	29.0000	85.9628	0.4531	0.001000
0.1340	-57.6090	29.0000	86.6090	0.4611	0.001000
0.1350	-57.2553	30.0000	87.2553	0.4549	0.001000
0.1360	-57.9015	30.0000	87.9015	0.4627	0.001000
0.1370	-58.5477	30.0000	88.5477	0.4706	0.001000
0.1380	-58.1939	31.0000	89.1939	0.4646	0.001000
0.1390	-58.8402	31.0000	89.8402	0.4723	0.001000
0.1400	-59.4864	31.0000	90.4864	0.4801	0.001000
0.1410	-59.1326	32.0000	91.1326	0.4742	0.001000
0.1420	-59.7789	32.0000	91.7789	0.4685	0.001000
0.1430	-59.4251	33.0000	92.4251	0.4624	0.001000
0.1440	-60.0713	33.0000	93.0713	0.4563	0.001000
0.1450	-60.7175	33.0000	93.7175	0.4641	0.001000
0.1460	-60.3637	34.0000	94.3637	0.4580	0.001000
0.1470	-61.0100	34.0000	95.0100	0.4519	0.001000
0.1480	-61.6562	34.0000	95.6562	0.4599	0.001000
0.1490	-61.3024	35.0000	96.3024	0.4536	0.001000
0.1500	-61.9486	35.0000	96.9486	0.4615	0.001000
0.1510	-62.5948	35.0000	97.5948	0.4693	0.001000
0.1520	-62.2410	36.0000	98.2410	0.4633	0.001000
0.1530	-62.8871	36.0000	98.8871	0.4710	0.001000
0.1540	-62.5334	37.0000	99.5334	0.4649	0.001000
0.1550	-63.1795	37.0000	100.1795	0.4588	0.001000
0.1560	-63.8257	37.0000	100.8257	0.4667	0.001000
0.1570	-63.4719	38.0000	101.4719	0.4605	0.001000
0.1580	-64.1181	38.0000	102.1181	0.4682	0.001000
0.1590	-64.7643	38.0000	102.7643	0.4760	0.001000
0.1600	-64.4105	39.0000	103.4105	0.4700	0.001000
0.1610	-65.0566	39.0000	104.0566	0.4776	0.001000
0.1620	-65.7028	39.0000	104.7028	0.4853	0.001000
0.1630	-65.3490	40.0000	105.3490	0.4794	0.001000
0.1640	-65.9952	40.0000	105.9952	0.4869	0.001000
0.1650	-65.6413	41.0000	106.6413	0.4810	0.001000
0.1660	-66.2875	41.0000	107.2875	0.4751	0.001000
0.1670	-66.9337	41.0000	107.9337	0.4828	0.001000
0.1680	-66.5798	42.0000	108.5798	0.4768	0.001000
0.1690	-67.2260	42.0000	109.2260	0.4710	0.001000
0.1700	-67.8721	42.0000	109.8721	0.4787	0.001000
0.1710	-67.5183	43.0000	110.5183	0.4727	0.001000
0.1720	-68.1644	43.0000	111.1644	0.4802	0.001000
0.1730	-68.8106	43.0000	111.8106	0.4879	0.001000
0.1740	-68.4567	44.0000	112.4567	0.4820	0.001000
0.1750	-69.1029	44.0000	113.1029	0.4895	0.001000
0.1760	-68.7490	45.0000	113.7490	0.4836	0.001000
0.1770	-69.3952	45.0000	114.3952	0.4777	0.001000
0.1780	-70.0413	45.0000	115.0413	0.4853	0.001000
0.1790	-69.6874	46.0000	115.6874	0.4793	0.001000
0.1800	-70.3335	46.0000	116.3335	0.4868	0.001000
0.1810	-70.9797	46.0000	116.9797	0.4943	0.001000
0.1820	-70.6258	47.0000	117.6258	0.4885	0.001000
0.1830	-71.2719	47.0000	118.2719	0.4959	0.001000
0.1840	-70.9180	48.0000	118.9180	0.4900	0.001000
0.1850	-71.5641	48.0000	119.5641	0.4842	0.001000
0.1860	-72.2102	48.0000	120.2102	0.4917	0.001000
0.1870	-71.8563	49.0000	120.8563	0.4858	0.001000
0.1880	-72.5024	49.0000	121.5024	0.4931	0.001000
0.1890	-73.1485	49.0000	122.1485	0.5006	0.001000
0.1900	-72.7946	50.0000	122.7946	0.4948	0.001000
0.1910	-73.4407	50.0000	123.4407	0.5021	0.001000
0.1920	-74.0868	50.0000	124.0868	0.5094	0.001000
0.1930	-73.7329	51.0000	124.7329	0.5038	0.001000
0.1940	-74.3790	51.0000	125.3790	0.5110	0.001000
0.1950	-74.0250	52.0000	126.0250	0.5053	0.001000
0.1960	-74.6712	52.0000	126.6712	0.4998	0.001000
0.1970	-74.3172	53.0000	127.3172	0.4939	0.001000
0.1980	-74.9633	53.0000	127.9633	0.4880	0.001000
0.1990	-75.6093	53.0000	128.6093	0.4954	0.001000
0.2000	-75.2554	54.0000	129.2554	0.4895	0.001000
0.2010	-75.9015	54.0000	129.9015	0.4837	0.001000
0.2020	-76.5476	54.0000	130.5476	0.4912	0.001000
0.2030	-76.1936	55.0000	131.1936	0.4853	0.001000
0.2040	-76.8396	55.0000	131.8396	0.4926	0.001000
0.2050	-76.4856	56.0000	132.4856	0.4867	0.001000
0.2060	-77.1317	56.0000	133.1317	0.4808	0.001000
0.2070	-76.7778	57.0000	133.7778	0.4746	0.001000
0.2080	-77.4238	57.0000	134.4238	0.4685	0.001000
0.2090	-78.0698	57.0000	135.0698	0.4761	0.001000
0.2100	-77.7159	58.0000	135.7159	0.4699	0.001000
0.2110	-78.3619	58.0000	136.3619	0.4774	0.001000
0.2120	-79.0080	58.0000	137.0080	0.4850	0.001000
0.2130	-78.6539	59.0000	137.6539	0.4790	0.001000
0.2140	-79.2999	59.0000	138.2999	0.4865	0.001000
0.2150	-78.9460	60.0000	138.9460	0.4804	0.001000
0.2160	-79.5920	60.0000	139.5920	0.4878	0.001000
0.2170	-80.2380	60.0000	140.2380	0.4952	0.001000
0.2180	-79.8840	61.0000	140.8840	0.4893	0.001000
0.2190	-80.5301	61.0000	141.5301	0.4966	0.001000
0.2200	-80.1760	62.0000	142.1760	0.4907	0.001000
0.2210	-80.8220	62.0000	142.8220	0.4979	0.001000
0.2220	-81.4680	62.0000	143.4680	0.5052	0.001000
0.2230	-81.1140	63.0000	144.1140	0.4995	0.001000
0.2240	-81.7600	63.0000	144.7600	0.5066	0.001000
0.2250	-82.4060	63.0000	145.4060	0.5139	0.001000
0.2260	-82.0520	64.0000	146.0520	0.5083	0.001000
0.2270	-82.6979	64.0000	146.6979	0.5154	0.001000
0.2280	-82.3439	65.0000	147.3439	0.5097	0.001000
0.2290	-82.9898	65.0000	147.9898	0.5166	0.001000
0.2300	-83.6358	65.0000	148.6358	0.5237	0.001000
0.2310	-83.2818	66.0000	149.2818	0.5182	0.001000
0.2320	-83.9278	66.0000	149.9278	0.5251	0.001000
0.2330	-83.5737	67.0000	150.5737	0.5196	0.001000
0.2340	-84.2196	67.0000	151.2196	0.5141	0.001000
0.2350	-84.8656	67.0000	151.8656	0.5211	0.001000
0.2360	-84.5115	68.0000	152.5115	0.5156	0.001000
0.2370	-85.1575	68.0000	153.1575	0.5225	0.001000
0.2380	-84.8034	69.0000	153.8034	0.5169	0.001000
0.2390	-85.4494	69.0000	154.4494	0.5114	0.001000
0.2400	-85.0953	70.0000	155.0953	0.5055	0.001000
0.2410	-85.7412	70.0000	155.7412	0.4998	0.001000
0.2420	-86.3871	70.0000	156.3871	0.5069	0.001000
0.2430	-86.0330	71.0000	157.0330	0.5011	0.001000
0.2440	-86.6789	71.0000	157.6789	0.5082	0.001000
0.2450	-86.3248	72.0000	158.3248	0.5023	0.001000
0.2460	-86.9707	72.0000	158.9707	0.5092	0.001000
0.2470	-86.6166	73.0000	159.6166	0.5034	0.001000
0.2480	-87.2625	73.0000	160.2625	0.4976	0.001000
0.2490	-87.9084	73.0000	160.9084	0.5048	0.001000
0.2500	-87.5543	74.0000	161.5543	0.4990	0.001000
0.2510	-88.2001	74.0000	162.2001	0.5060	0.001000
0.2520	-88.8461	74.0000	162.8461	0.5132	0.001000
0.2530	-88.4919	75.0000	163.4919	0.5076	0.001000
0.2540	-89.1378	75.0000	164.1378	0.5146	0.001000
0.2550	-88.7836	76.0000	164.7836	0.5089	0.001000
0.2560	-89.4295	76.0000	165.4295	0.5158	0.001000
0.2570	-89.0753	77.0000	166.0753	0.5101	0.001000
0.2580	-89.7212	77.0000	166.7212	0.5169	0.001000
0.2590	-90.3671	77.0000	167.3671	0.5239	0.001000
0.2600	-90.0129	78.0000	168.0129	0.5183	0.001000
0.2610	-90.6588	78.0000	168.6588	0.5252	0.001000
0.2620	-91.3046	78.0000	169.3046	0.5321	0.001000
0.2630	-90.9504	79.0000	169.9504	0.5267	0.001000
0.2640	-91.5963	79.0000	170.5963	0.5335	0.001000
0.2650	-91.2421	80.0000	171.2421	0.5280	0.001000
0.2660	-91.8879	80.0000	171.8879	0.5347	0.001000
0.2670	-91.5337	81.0000	172.5337	0.5292	0.001000
0.2680	-92.1795	81.0000	173.1795	0.5238	0.001000
0.2690	-92.8253	81.0000	173.8253	0.5307	0.001000
0.2700	-92.4711	82.0000	174.4711	0.5252	0.001000
0.2710	-93.1170	82.0000	175.1170	0.5319	0.001000
0.2720	-92.7628	83.0000	175.7628	0.5264	0.001000
0.2730	-93.4085	83.0000	176.4085	0.5210	0.001000
0.2740	-93.0543	84.0000	177.0543	0.5153	0.001000
0.2750	-93.7001	84.0000	177.7001	0.5096	0.001000
0.2760	-93.3459	85.0000	178.3459	0.5037	0.001000
0.2770	-93.9916	85.0000	178.9916	0.4978	0.001000
0.2780	-94.6374	85.0000	179.6374	0.5049	0.001000
0.2790	-94.2832	86.0000	180.2832	0.4990	0.001000
0.2800	-94.9290	86.0000	180.9290	0.5061	0.001000
0.2810	-95.5747	86.0000	181.5747	0.5132	0.001000
0.2820	-95.2204	87.0000	182.2204	0.5199	0.001000
0.2830	-95.8662	87.0000	182.8662	0.5267	0.001000
0.2840	-95.5119	88.0000	183.5119	0.5212	0.001000
0.2850	-96.1577	88.0000	184.1577	0.5280	0.001000
0.2860	-95.8034	89.0000	184.8034	0.5224	0.001000
0.2870	-96.4491	89.0000	185.4491	0.5291	0.001000
0.2880	-96.0948	90.0000	186.0948	0.5234	0.001000
0.2890	-96.7406	90.0000	186.7406	0.5300	0.001000
0.2900	-97.3863	90.0000	187.3863	0.5367	0.001000
0.2910	-97.0320	91.0000	188.0320	0.5313	0.001000
0.2920	-97.6777	91.0000	188.6777	0.5380	0.001000
0.2930	-97.3234	92.0000	189.3234	0.5325	0.001000
0.2940	-97.9691	92.0000	189.9691	0.5391	0.001000
0.2950	-97.6148	93.0000	190.6148	0.5336	0.001000
0.2960	-98.2605	93.0000	191.2605	0.5282	0.001000
0.2970	-98.9061	93.0000	191.9061	0.5350	0.001000
0.2980	-98.5518	94.0000	192.5518	0.5295	0.001000
0.2990	-99.1975	94.0000	193.1975	0.5361	0.001000
0.3000	-98.8432	95.0000	193.8432	0.5306	0.001000
0.3010	-99.4889	95.0000	194.4889	0.5372	0.001000
0.3020	-100.1345	95.0000	195.1345	0.5438	0.001000
0.3030	-99.7801	96.0000	195.7801	0.5385	0.001000
0.3040	-100.4258	96.0000	196.4258	0.5451	0.001000
0.3050	-100.0715	97.0000	197.0715	0.5397	0.001000
0.3060	-100.7171	97.0000	197.7171	0.5462	0.001000
0.3070	-100.3627	98.0000	198.3627	0.5408	0.001000
0.3080	-101.0084	98.0000	199.0084	0.5355	0.001000
0.3090	-101.6539	98.0000	199.6539	0.5422	0.001000
0.3100	-101.2996	99.0000	200.2996	0.5368	0.001000
0.3110	-101.9452	99.0000	200.9452	0.5433	0.001000
0.3120	-101.5908	100.0000	201.5908	0.5379	0.001000
0.3130	-102.2364	100.0000	202.2364	0.5444	0.001000
0.3140	-101.8820	101.0000	202.8820	0.5389	0.001000
0.3150	-102.5276	101.0000	203.5276	0.5337	0.001000
0.3160	-102.1732	102.0000	204.1732	0.5281	0.001000
0.3170	-102.8188	102.0000	204.8188	0.5226	0.001000
0.3180	-103.4643	102.0000	205.4643	0.5293	0.001000
0.3190	-103.1099	103.0000	206.1099	0.5237	0.001000
0.3200	-103.7555	103.0000	206.7555	0.5304	0.001000
0.3210	-103.4011	104.0000	207.4011	0.5248	0.001000
0.3220	-104.0466	104.0000	208.0466	0.5314	0.001000
0.3230	-103.6922	105.0000	208.6922	0.5257	0.001000
0.3240	-104.3378	105.0000	209.3378	0.5323	0.001000
0.3250	-103.9832	106.0000	209.9832	0.5267	0.001000
0.3260	-104.6288	106.0000	210.6288	0.5332	0.001000
0.3270	-105.2744	106.0000	211.2744	0.5398	0.001000
0.3280	-104.9199	107.0000	211.9199	0.5344	0.001000
0.3290	-105.5654	107.0000	212.5654	0.5410	0.001000
0.3300	-105.2109	108.0000	213.2109	0.5355	0.001000
0.3310	-105.8564	108.0000	213.8564	0.5420	0.001000
0.3320	-105.5019	109.0000	214.5019	0.5365	0.001000
0.3330	-106.1474	109.0000	215.1474	0.5430	0.001000
0.3340	-106.7929	109.0000	215.7929	0.5495	0.001000
0.3350	-106.4384	110.0000	216.4384	0.5442	0.001000
0.3360	-107.0839	110.0000	217.0839	0.5507	0.001000
0.3370	-106.7294	111.0000	217.7294	0.5453	0.001000
0.3380	-107.3748	111.0000	218.3748	0.5517	0.001000
0.3390	-107.0203	112.0000	219.0203	0.5464	0.001000
0.3400	-107.6658	112.0000	219.6658	0.5527	0.001000
0.3410	-107.3113	113.0000	220.3113	0.5473	0.001000
0.3420	-107.9567	113.0000	220.9567	0.5535	0.001000
0.3430	-108.6021	113.0000	221.6021	0.5599	0.001000
0.3440	-108.2476	114.0000	222.2476	0.5547	0.001000
0.3450	-108.8930	114.0000	222.8930	0.5610	0.001000
0.3460	-108.5385	115.0000	223.5385	0.5558	0.001000
0.3470	-109.1839	115.0000	224.1839	0.5620	0.001000
0.3480	-108.8293	116.0000	224.8293	0.5568	0.001000
0.3490	-109.4747	116.0000	225.4747	0.5629	0.001000
0.3500	-109.1202	117.0000	226.1202	0.5577	0.001000
0.3510	-109.7655	117.0000	226.7655	0.5526	0.001000
0.3520	-109.4109	118.0000	227.4109	0.5472	0.001000
0.3530	-110.0563	118.0000	228.0563	0.5419	0.001000
0.3540	-110.7017	118.0000	228.7017	0.5484	0.001000
0.3550	-110.3471	119.0000	229.3471	0.5430	0.001000
0.3560	-110.9924	119.0000	229.9924	0.5494	0.001000
0.3570	-110.6378	120.0000	230.6378	0.5440	0.001000
0.3580	-111.2832	120.0000	231.2832	0.5503	0.001000
0.3590	-110.9285	121.0000	231.9285	0.5449	0.001000
0.3600	-111.5739	121.0000	232.5739	0.5512	0.001000
0.3610	-111.2192	122.0000	233.2192	0.5458	0.001000
0.3620	-111.8646	122.0000	233.8646	0.5521	0.001000
0.3630	-112.5099	122.0000	234.5099	0.5584	0.001000
0.3640	-112.1552	123.0000	235.1552	0.5532	0.001000
0.3650	-112.8006	123.0000	235.8006	0.5595	0.001000
0.3660	-112.4459	124.0000	236.4459	0.5543	0.001000
0.3670	-113.0912	124.0000	237.0912	0.5605	0.001000
0.3680	-112.7365	125.0000	237.7365	0.5553	0.001000
0.3690	-113.3818	125.0000	238.3818	0.5614	0.001000
0.3700	-113.0271	126.0000	239.0271	0.5562	0.001000
0.3710	-113.6724	126.0000	239.6724	0.5622	0.001000
0.3720	-113.3176	127.0000	240.3176	0.5570	0.001000
0.3730	-113.9630	127.0000	240.9630	0.5630	0.001000
0.3740	-114.6082	127.0000	241.6082	0.5692	0.001000
0.3750	-114.2535	128.0000	242.2535	0.5642	0.001000
0.3760	-113.8987	129.0000	242.8987	0.5589	0.001000
0.3770	-114.5440	129.0000	243.5440	0.5537	0.001000
0.3780	-115.1893	129.0000	244.1893	0.5599	0.001000
0.3790	-114.8345	130.0000	244.8345	0.5547	0.001000
0.3800	-115.4798	130.0000	245.4798	0.5609	0.001000
0.3810	-115.1249	131.0000	246.1249	0.5556	0.001000
0.3820	-115.7702	131.0000	246.7702	0.5618	0.001000
0.3830	-115.4154	132.0000	247.4154	0.5565	0.001000
0.3840	-116.0606	132.0000	248.0606	0.5626	0.001000
0.3850	-115.7058	133.0000	248.7058	0.5573	0.001000
0.3860	-116.3510	133.0000	249.3510	0.5634	0.001000
0.3870	-115.9962	134.0000	249.9962	0.5581	0.001000
0.3880	-116.6414	134.0000	250.6414	0.5642	0.001000
0.3890	-117.2866	134.0000	251.2866	0.5703	0.001000
0.3900	-116.9317	135.0000	251.9317	0.5653	0.001000
0.3910	-117.5769	135.0000	252.5769	0.5713	0.001000
0.3920	-117.2220	136.0000	253.2220	0.5663	0.001000
0.3930	-117.8672	136.0000	253.8672	0.5723	0.001000
0.3940	-117.5124	137.0000	254.5124	0.5672	0.001000
0.3950	-118.1575	137.0000	255.1575	0.5731	0.001000
0.3960	-117.8027	138.0000	255.8027	0.5680	0.001000
0.3970	-118.4478	138.0000	256.4478	0.5739	0.001000
0.3980	-118.0929	139.0000	257.0929	0.5688	0.001000
0.3990	-118.7380	139.0000	257.7380	0.5747	0.001000
0.4000	-118.3832	140.0000	258.3832	0.5696	0.001000
0.4010	-119.0282	140.0000	259.0282	0.5647	0.001000
0.4020	-118.6733	141.0000	259.6733	0.5594	0.001000
0.4030	-119.3184	141.0000	260.3184	0.5653	0.001000
0.4040	-119.9635	141.0000	260.9635	0.5714	0.001000
0.4050	-119.6086	142.0000	261.6086	0.5664	0.001000
0.4060	-120.2537	142.0000	262.2537	0.5724	0.001000
0.4070	-119.8987	143.0000	262.8987	0.5673	0.001000
0.4080	-120.5438	143.0000	263.5438	0.5733	0.001000
0.4090	-120.1888	144.0000	264.1888	0.5682	0.001000
0.4100	-120.8339	144.0000	264.8339	0.5742	0.001000
0.4110	-120.4789	145.0000	265.4789	0.5691	0.001000
0.4120	-121.1239	145.0000	266.1239	0.5750	0.001000
0.4130	-120.7690	146.0000	266.7690	0.5699	0.001000
0.4140	-121.4140	146.0000	267.4140	0.5757	0.001000
0.4150	-121.0590	147.0000	268.0590	0.5706	0.001000
0.4160	-121.7040	147.0000	268.7040	0.5765	0.001000
0.4170	-121.3490	148.0000	269.3490	0.5714	0.001000
0.4180	-121.9940	148.0000	269.9940	0.5772	0.001000
0.4190	-121.6390	149.0000	270.6390	0.5721	0.001000
0.4200	-122.2839	149.0000	271.2839	0.5779	0.001000
0.4210	-121.9289	150.0000	271.9289	0.5728	0.001000
0.4220	-122.5739	150.0000	272.5739	0.5786	0.001000
0.4230	-123.2189	150.0000	273.2189	0.5844	0.001000
0.4240	-122.8638	151.0000	273.8638	0.5796	0.001000
0.4250	-123.5088	151.0000	274.5088	0.5854	0.001000
0.4260	-123.1538	152.0000	275.1538	0.5806	0.001000
0.4270	-122.7986	153.0000	275.7986	0.5755	0.001000
0.4280	-123.4436	153.0000	276.4436	0.5705	0.001000
0.4290	-124.0885	153.0000	277.0885	0.5764	0.001000
0.4300	-123.7334	154.0000	277.7334	0.5713	0.001000
0.4310	-124.3783	154.0000	278.3783	0.5772	0.001000
0.4320	-124.0232	155.0000	279.0232	0.5722	0.001000
0.4330	-124.6681	155.0000	279.6681	0.5780	0.001000
0.4340	-124.3130	156.0000	280.3130	0.5730	0.001000
0.4350	-124.9578	156.0000	280.9578	0.5788	0.001000
0.4360	-124.6027	157.0000	281.6027	0.5737	0.001000
0.4370	-125.2476	157.0000	282.2476	0.5795	0.001000
0.4380	-124.8925	158.0000	282.8925	0.5745	0.001000
0.4390	-125.5373	158.0000	283.5373	0.5802	0.001000
0.4400	-125.1822	159.0000	284.1822	0.5752	0.001000
0.4410	-125.8270	159.0000	284.8270	0.5809	0.001000
0.4420	-125.4718	160.0000	285.4718	0.5759	0.001000
0.4430	-126.1167	160.0000	286.1167	0.5816	0.001000
0.4440	-125.7614	161.0000	286.7614	0.5766	0.001000
0.4450	-126.4063	161.0000	287.4063	0.5823	0.001000
0.4460	-126.0511	162.0000	288.0511	0.5773	0.001000
0.4470	-126.6958	162.0000	288.6958	0.5830	0.001000
0.4480	-127.3406	162.0000	289.3406	0.5888	0.001000
