# URI 2026 Linear Actuator Experiment
# Mode: Tracking
# Controller: SlidingMode
# Sine: 1.0 in amplitude, 40.0s period
# Ts: 0.001s  Duration: 20.0s
# t	e	x	xd	u	dt
12.3750	68.0506	3900.0000	3831.9494	-0.3176	0.001000
12.3760	67.2862	3899.0000	3831.7138	-0.3091	0.001000
12.3770	67.5220	3899.0000	3831.4780	-0.3006	0.001000
12.3780	67.7578	3899.0000	3831.2422	-0.2922	0.001000
12.3790	67.9937	3899.0000	3831.0063	-0.3009	0.001000
12.3800	67.2297	3898.0000	3830.7703	-0.2922	0.001000
12.3810	67.4658	3898.0000	3830.5342	-0.2835	0.001000
12.3820	67.7020	3898.0000	3830.2980	-0.2749	0.001000
12.3830	67.9383	3898.0000	3830.0617	-0.2837	0.001000
12.3840	68.1747	3898.0000	3829.8253	-0.2925	0.001000
12.3850	67.4112	3897.0000	3829.5888	-0.2837	0.001000
12.3860	67.6478	3897.0000	3829.3522	-0.2750	0.001000
12.3870	67.8845	3897.0000	3829.1155	-0.2837	0.001000
12.3880	68.1212	3897.0000	3828.8788	-0.2925	0.001000
12.3890	68.3581	3897.0000	3828.6419	-0.3013	0.001000
12.3900	67.5950	3896.0000	3828.4050	-0.2927	0.001000
12.3910	67.8321	3896.0000	3828.1679	-0.2842	0.001000
12.3920	68.0693	3896.0000	3827.9307	-0.2928	0.001000
12.3930	68.3065	3896.0000	3827.6935	-0.3016	0.001000
12.3940	68.5438	3896.0000	3827.4562	-0.3104	0.001000
12.3950	67.7812	3895.0000	3827.2188	-0.3019	0.001000
12.3960	68.0188	3895.0000	3826.9812	-0.2934	0.001000
12.3970	68.2564	3895.0000	3826.7436	-0.3020	0.001000
12.3980	68.4941	3895.0000	3826.5059	-0.3107	0.001000
12.3990	67.7319	3894.0000	3826.2681	-0.3022	0.001000
12.4000	67.9698	3894.0000	3826.0302	-0.2936	0.001000
12.4010	68.2078	3894.0000	3825.7922	-0.3022	0.001000
12.4020	68.4459	3894.0000	3825.5541	-0.3108	0.001000
12.4030	68.6841	3894.0000	3825.3159	-0.3195	0.001000
12.4040	67.9224	3893.0000	3825.0776	-0.3111	0.001000
12.4050	68.1607	3893.0000	3824.8393	-0.3027	0.001000
12.4060	68.3992	3893.0000	3824.6008	-0.3112	0.001000
12.4070	68.6378	3893.0000	3824.3622	-0.3198	0.001000
12.4080	68.8764	3893.0000	3824.1236	-0.3285	0.001000
12.4090	68.1152	3892.0000	3823.8848	-0.3201	0.001000
12.4100	68.3540	3892.0000	3823.6460	-0.3118	0.001000
12.4110	68.5930	3892.0000	3823.4070	-0.3203	0.001000
12.4120	68.8320	3892.0000	3823.1680	-0.3288	0.001000
12.4130	68.0711	3891.0000	3822.9289	-0.3204	0.001000
12.4140	68.3103	3891.0000	3822.6897	-0.3121	0.001000
12.4150	68.5497	3891.0000	3822.4503	-0.3038	0.001000
12.4160	68.7891	3891.0000	3822.2109	-0.3124	0.001000
12.4170	69.0286	3891.0000	3821.9714	-0.3210	0.001000
12.4180	68.2682	3890.0000	3821.7318	-0.3126	0.001000
12.4190	68.5079	3890.0000	3821.4921	-0.3041	0.001000
12.4200	68.7477	3890.0000	3821.2523	-0.3126	0.001000
12.4210	68.9876	3890.0000	3821.0124	-0.3212	0.001000
12.4220	69.2275	3890.0000	3820.7725	-0.3298	0.001000
12.4230	68.4676	3889.0000	3820.5324	-0.3215	0.001000
12.4240	68.7078	3889.0000	3820.2922	-0.3132	0.001000
12.4250	68.9480	3889.0000	3820.0520	-0.3216	0.001000
12.4260	69.1884	3889.0000	3819.8116	-0.3301	0.001000
12.4270	69.4288	3889.0000	3819.5712	-0.3387	0.001000
12.4280	68.6694	3888.0000	3819.3306	-0.3305	0.001000
12.4290	68.9100	3888.0000	3819.0900	-0.3223	0.001000
12.4300	69.1508	3888.0000	3818.8492	-0.3142	0.001000
12.4310	68.3916	3887.0000	3818.6084	-0.3055	0.001000
12.4320	68.6325	3887.0000	3818.3675	-0.2969	0.001000
12.4330	68.8735	3887.0000	3818.1265	-0.2883	0.001000
12.4340	69.1146	3887.0000	3817.8854	-0.2970	0.001000
12.4350	69.3558	3887.0000	3817.6442	-0.3057	0.001000
12.4360	68.5971	3886.0000	3817.4029	-0.2970	0.001000
12.4370	68.8385	3886.0000	3817.1615	-0.2884	0.001000
12.4380	69.0800	3886.0000	3816.9200	-0.2970	0.001000
12.4390	69.3216	3886.0000	3816.6784	-0.3057	0.001000
12.4400	69.5633	3886.0000	3816.4367	-0.3144	0.001000
12.4410	68.8050	3885.0000	3816.1950	-0.3059	0.001000
12.4420	69.0469	3885.0000	3815.9531	-0.2974	0.001000
12.4430	69.2888	3885.0000	3815.7112	-0.3060	0.001000
12.4440	69.5309	3885.0000	3815.4691	-0.3147	0.001000
12.4450	68.7730	3884.0000	3815.2270	-0.3061	0.001000
12.4460	69.0153	3884.0000	3814.9847	-0.2976	0.001000
12.4470	69.2576	3884.0000	3814.7424	-0.3061	0.001000
12.4480	69.5000	3884.0000	3814.5000	-0.3148	0.001000
12.4490	69.7425	3884.0000	3814.2575	-0.3234	0.001000
12.4500	68.9852	3883.0000	3814.0148	-0.3150	0.001000
12.4510	69.2279	3883.0000	3813.7721	-0.3066	0.001000
12.4520	69.4707	3883.0000	3813.5293	-0.3152	0.001000
12.4530	69.7136	3883.0000	3813.2864	-0.3238	0.001000
12.4540	68.9566	3882.0000	3813.0434	-0.3153	0.001000
12.4550	69.1997	3882.0000	3812.8003	-0.3069	0.001000
12.4560	69.4428	3882.0000	3812.5572	-0.2986	0.001000
12.4570	69.6861	3882.0000	3812.3139	-0.3072	0.001000
12.4580	69.9295	3882.0000	3812.0705	-0.3159	0.001000
12.4590	69.1729	3881.0000	3811.8271	-0.3074	0.001000
12.4600	69.4165	3881.0000	3811.5835	-0.2989	0.001000
12.4610	69.6601	3881.0000	3811.3399	-0.3075	0.001000
12.4620	69.9039	3881.0000	3811.0961	-0.3161	0.001000
12.4630	69.1477	3880.0000	3810.8523	-0.3076	0.001000
12.4640	69.3916	3880.0000	3810.6084	-0.2991	0.001000
12.4650	69.6357	3880.0000	3810.3643	-0.3076	0.001000
12.4660	69.8798	3880.0000	3810.1202	-0.3162	0.001000
12.4670	69.1240	3879.0000	3809.8760	-0.3076	0.001000
12.4680	69.3683	3879.0000	3809.6317	-0.2991	0.001000
12.4690	69.6127	3879.0000	3809.3873	-0.3075	0.001000
12.4700	69.8572	3879.0000	3809.1428	-0.3162	0.001000
12.4710	69.1018	3878.0000	3808.8982	-0.3076	0.001000
12.4720	69.3465	3878.0000	3808.6535	-0.2991	0.001000
12.4730	69.5913	3878.0000	3808.4087	-0.3075	0.001000
12.4740	69.8361	3878.0000	3808.1639	-0.3161	0.001000
12.4750	70.0811	3878.0000	3807.9189	-0.3247	0.001000
12.4760	69.3262	3877.0000	3807.6738	-0.3163	0.001000
12.4770	69.5713	3877.0000	3807.4287	-0.3080	0.001000
12.4780	69.8166	3877.0000	3807.1834	-0.3165	0.001000
12.4790	70.0619	3877.0000	3806.9381	-0.3250	0.001000
12.4800	70.3073	3877.0000	3806.6927	-0.3337	0.001000
12.4810	69.5529	3876.0000	3806.4471	-0.3254	0.001000
12.4820	69.7985	3876.0000	3806.2015	-0.3171	0.001000
12.4830	70.0442	3876.0000	3805.9558	-0.3256	0.001000
12.4840	70.2900	3876.0000	3805.7100	-0.3341	0.001000
12.4850	69.5359	3875.0000	3805.4641	-0.3258	0.001000
12.4860	69.7819	3875.0000	3805.2181	-0.3175	0.001000
12.4870	70.0280	3875.0000	3804.9720	-0.3092	0.001000
12.4880	70.2742	3875.0000	3804.7258	-0.3178	0.001000
12.4890	69.5205	3874.0000	3804.4795	-0.3093	0.001000
12.4900	69.7669	3874.0000	3804.2331	-0.3007	0.001000
12.4910	70.0133	3874.0000	3803.9867	-0.2923	0.001000
12.4920	70.2599	3874.0000	3803.7401	-0.3010	0.001000
12.4930	70.5066	3874.0000	3803.4934	-0.3097	0.001000
12.4940	69.7533	3873.0000	3803.2467	-0.3011	0.001000
12.4950	70.0002	3873.0000	3802.9998	-0.2926	0.001000
12.4960	70.2471	3873.0000	3802.7529	-0.3012	0.001000
12.4970	70.4941	3873.0000	3802.5059	-0.3099	0.001000
12.4980	70.7413	3873.0000	3802.2587	-0.3186	0.001000
12.4990	69.9885	3872.0000	3802.0115	-0.3102	0.001000
12.5000	70.2358	3872.0000	3801.7642	-0.3018	0.001000
12.5010	70.4832	3872.0000	3801.5168	-0.3104	0.001000
12.5020	69.7307	3871.0000	3801.2693	-0.3017	0.001000
12.5030	69.9783	3871.0000	3801.0217	-0.2931	0.001000
12.5040	70.2260	3871.0000	3800.7740	-0.3015	0.001000
12.5050	70.4737	3871.0000	3800.5263	-0.3101	0.001000
12.5060	70.7216	3871.0000	3800.2784	-0.3188	0.001000
12.5070	69.9696	3870.0000	3800.0304	-0.3103	0.001000
12.5080	70.2177	3870.0000	3799.7823	-0.3019	0.001000
12.5090	70.4658	3870.0000	3799.5342	-0.3105	0.001000
12.5100	70.7141	3870.0000	3799.2859	-0.3191	0.001000
12.5110	70.9624	3870.0000	3799.0376	-0.3278	0.001000
12.5120	70.2108	3869.0000	3798.7892	-0.3194	0.001000
12.5130	70.4594	3869.0000	3798.5406	-0.3111	0.001000
12.5140	70.7080	3869.0000	3798.2920	-0.3196	0.001000
12.5150	70.9567	3869.0000	3798.0433	-0.3282	0.001000
12.5160	70.2055	3868.0000	3797.7945	-0.3198	0.001000
12.5170	70.4544	3868.0000	3797.5456	-0.3114	0.001000
12.5180	70.7034	3868.0000	3797.2966	-0.3199	0.001000
12.5190	70.9525	3868.0000	3797.0475	-0.3284	0.001000
12.5200	70.2017	3867.0000	3796.7983	-0.3200	0.001000
12.5210	70.4510	3867.0000	3796.5490	-0.3116	0.001000
12.5220	70.7004	3867.0000	3796.2996	-0.3034	0.001000
12.5230	70.9498	3867.0000	3796.0502	-0.3120	0.001000
12.5240	70.1994	3866.0000	3795.8006	-0.3033	0.001000
12.5250	70.4491	3866.0000	3795.5509	-0.2947	0.001000
12.5260	70.6988	3866.0000	3795.3012	-0.3032	0.001000
12.5270	70.9487	3866.0000	3795.0513	-0.3119	0.001000
12.5280	71.1986	3866.0000	3794.8014	-0.3205	0.001000
12.5290	70.4486	3865.0000	3794.5514	-0.3121	0.001000
12.5300	70.6988	3865.0000	3794.3012	-0.3037	0.001000
12.5310	70.9490	3865.0000	3794.0510	-0.3122	0.001000
12.5320	71.1993	3865.0000	3793.8007	-0.3208	0.001000
12.5330	71.4497	3865.0000	3793.5503	-0.3295	0.001000
12.5340	70.7002	3864.0000	3793.2998	-0.3212	0.001000
12.5350	70.9508	3864.0000	3793.0492	-0.3129	0.001000
12.5360	71.2015	3864.0000	3792.7985	-0.3214	0.001000
12.5370	71.4522	3864.0000	3792.5478	-0.3300	0.001000
12.5380	70.7031	3863.0000	3792.2969	-0.3216	0.001000
12.5390	70.9541	3863.0000	3792.0459	-0.3133	0.001000
12.5400	71.2052	3863.0000	3791.7948	-0.3217	0.001000
12.5410	71.4563	3863.0000	3791.5437	-0.3302	0.001000
12.5420	70.7076	3862.0000	3791.2924	-0.3218	0.001000
12.5430	70.9589	3862.0000	3791.0411	-0.3135	0.001000
12.5440	71.2103	3862.0000	3790.7897	-0.3218	0.001000
12.5450	71.4619	3862.0000	3790.5381	-0.3303	0.001000
12.5460	71.7135	3862.0000	3790.2865	-0.3389	0.001000
12.5470	70.9652	3861.0000	3790.0348	-0.3306	0.001000
12.5480	71.2170	3861.0000	3789.7830	-0.3224	0.001000
12.5490	71.4689	3861.0000	3789.5311	-0.3308	0.001000
12.5500	71.7209	3861.0000	3789.2791	-0.3393	0.001000
12.5510	70.9730	3860.0000	3789.0270	-0.3310	0.001000
12.5520	71.2252	3860.0000	3788.7748	-0.3228	0.001000
12.5530	71.4775	3860.0000	3788.5225	-0.3146	0.001000
12.5540	71.7298	3860.0000	3788.2702	-0.3232	0.001000
12.5550	70.9823	3859.0000	3788.0177	-0.3147	0.001000
12.5560	71.2348	3859.0000	3787.7652	-0.3062	0.001000
12.5570	71.4875	3859.0000	3787.5125	-0.3146	0.001000
12.5580	71.7402	3859.0000	3787.2598	-0.3231	0.001000
12.5590	70.9931	3858.0000	3787.0069	-0.3146	0.001000
12.5600	71.2460	3858.0000	3786.7540	-0.3062	0.001000
12.5610	71.4990	3858.0000	3786.5010	-0.3146	0.001000
12.5620	71.7521	3858.0000	3786.2479	-0.3232	0.001000
12.5630	72.0053	3858.0000	3785.9947	-0.3318	0.001000
12.5640	71.2586	3857.0000	3785.7414	-0.3234	0.001000
12.5650	71.5120	3857.0000	3785.4880	-0.3151	0.001000
12.5660	71.7655	3857.0000	3785.2345	-0.3236	0.001000
12.5670	72.0191	3857.0000	3784.9809	-0.3322	0.001000
12.5680	72.2728	3857.0000	3784.7272	-0.3407	0.001000
12.5690	71.5266	3856.0000	3784.4734	-0.3325	0.001000
12.5700	71.7804	3856.0000	3784.2196	-0.3244	0.001000
12.5710	72.0344	3856.0000	3783.9656	-0.3328	0.001000
12.5720	71.2884	3855.0000	3783.7116	-0.3244	0.001000
12.5730	71.5426	3855.0000	3783.4574	-0.3160	0.001000
12.5740	71.7968	3855.0000	3783.2032	-0.3077	0.001000
12.5750	72.0512	3855.0000	3782.9488	-0.3162	0.001000
12.5760	71.3056	3854.0000	3782.6944	-0.3076	0.001000
12.5770	71.5601	3854.0000	3782.4399	-0.2990	0.001000
12.5780	71.8147	3854.0000	3782.1853	-0.3075	0.001000
12.5790	72.0694	3854.0000	3781.9306	-0.3161	0.001000
12.5800	72.3242	3854.0000	3781.6758	-0.3247	0.001000
12.5810	71.5791	3853.0000	3781.4209	-0.3163	0.001000
12.5820	71.8341	3853.0000	3781.1659	-0.3079	0.001000
12.5830	72.0892	3853.0000	3780.9108	-0.3164	0.001000
12.5840	72.3444	3853.0000	3780.6556	-0.3250	0.001000
12.5850	72.5996	3853.0000	3780.4004	-0.3337	0.001000
12.5860	71.8550	3852.0000	3780.1450	-0.3254	0.001000
12.5870	72.1104	3852.0000	3779.8896	-0.3172	0.001000
12.5880	72.3660	3852.0000	3779.6340	-0.3257	0.001000
12.5890	71.6216	3851.0000	3779.3784	-0.3172	0.001000
12.5900	71.8773	3851.0000	3779.1227	-0.3087	0.001000
12.5910	72.1331	3851.0000	3778.8669	-0.3004	0.001000
12.5920	72.3891	3851.0000	3778.6109	-0.3090	0.001000
12.5930	71.6451	3850.0000	3778.3549	-0.3003	0.001000
12.5940	71.9012	3850.0000	3778.0988	-0.2917	0.001000
12.5950	72.1574	3850.0000	3777.8426	-0.3002	0.001000
12.5960	72.4137	3850.0000	3777.5863	-0.3089	0.001000
12.5970	72.6701	3850.0000	3777.3299	-0.3175	0.001000
12.5980	71.9265	3849.0000	3777.0735	-0.3091	0.001000
12.5990	72.1831	3849.0000	3776.8169	-0.3007	0.001000
12.6000	72.4398	3849.0000	3776.5602	-0.3093	0.001000
12.6010	72.6965	3849.0000	3776.3035	-0.3179	0.001000
12.6020	72.9534	3849.0000	3776.0466	-0.3266	0.001000
12.6030	72.2103	3848.0000	3775.7897	-0.3182	0.001000
12.6040	72.4674	3848.0000	3775.5326	-0.3100	0.001000
12.6050	72.7245	3848.0000	3775.2755	-0.3186	0.001000
12.6060	72.9817	3848.0000	3775.0183	-0.3272	0.001000
12.6070	72.2390	3847.0000	3774.7610	-0.3188	0.001000
12.6080	72.4964	3847.0000	3774.5036	-0.3104	0.001000
12.6090	72.7539	3847.0000	3774.2461	-0.3189	0.001000
12.6100	73.0115	3847.0000	3773.9885	-0.3275	0.001000
12.6110	72.2692	3846.0000	3773.7308	-0.3191	0.001000
12.6120	72.5270	3846.0000	3773.4730	-0.3107	0.001000
12.6130	72.7849	3846.0000	3773.2151	-0.3192	0.001000
12.6140	73.0428	3846.0000	3772.9572	-0.3277	0.001000
12.6150	73.3009	3846.0000	3772.6991	-0.3363	0.001000
12.6160	72.5590	3845.0000	3772.4410	-0.3281	0.001000
12.6170	72.8173	3845.0000	3772.1827	-0.3198	0.001000
12.6180	73.0756	3845.0000	3771.9244	-0.3283	0.001000
12.6190	73.3340	3845.0000	3771.6660	-0.3368	0.001000
12.6200	72.5926	3844.0000	3771.4074	-0.3285	0.001000
12.6210	72.8512	3844.0000	3771.1488	-0.3203	0.001000
12.6220	73.1099	3844.0000	3770.8901	-0.3287	0.001000
12.6230	73.3687	3844.0000	3770.6313	-0.3372	0.001000
12.6240	72.6276	3843.0000	3770.3724	-0.3288	0.001000
12.6250	72.8866	3843.0000	3770.1134	-0.3205	0.001000
12.6260	73.1457	3843.0000	3769.8543	-0.3289	0.001000
12.6270	73.4049	3843.0000	3769.5951	-0.3374	0.001000
12.6280	72.6641	3842.0000	3769.3359	-0.3290	0.001000
12.6290	72.9235	3842.0000	3769.0765	-0.3207	0.001000
12.6300	73.1829	3842.0000	3768.8171	-0.3291	0.001000
12.6310	73.4425	3842.0000	3768.5575	-0.3375	0.001000
12.6320	72.7021	3841.0000	3768.2979	-0.3292	0.001000
12.6330	72.9619	3841.0000	3768.0381	-0.3209	0.001000
12.6340	73.2217	3841.0000	3767.7783	-0.3292	0.001000
12.6350	73.4816	3841.0000	3767.5184	-0.3377	0.001000
12.6360	73.7416	3841.0000	3767.2584	-0.3462	0.001000
12.6370	73.0018	3840.0000	3766.9982	-0.3380	0.001000
12.6380	73.2619	3840.0000	3766.7381	-0.3299	0.001000
12.6390	73.5222	3840.0000	3766.4778	-0.3383	0.001000
12.6400	73.7826	3840.0000	3766.2174	-0.3467	0.001000
12.6410	73.0431	3839.0000	3765.9569	-0.3385	0.001000
12.6420	73.3037	3839.0000	3765.6963	-0.3303	0.001000
12.6430	73.5643	3839.0000	3765.4357	-0.3386	0.001000
12.6440	73.8251	3839.0000	3765.1749	-0.3470	0.001000
12.6450	73.0860	3838.0000	3764.9140	-0.3388	0.001000
12.6460	73.3469	3838.0000	3764.6531	-0.3306	0.001000
12.6470	73.6079	3838.0000	3764.3921	-0.3225	0.001000
12.6480	73.8690	3838.0000	3764.1310	-0.3310	0.001000
12.6490	73.1303	3837.0000	3763.8697	-0.3226	0.001000
12.6500	73.3916	3837.0000	3763.6084	-0.3142	0.001000
12.6510	73.6530	3837.0000	3763.3470	-0.3226	0.001000
12.6520	73.9145	3837.0000	3763.0855	-0.3311	0.001000
12.6530	74.1761	3837.0000	3762.8239	-0.3396	0.001000
12.6540	73.4378	3836.0000	3762.5622	-0.3314	0.001000
12.6550	73.6996	3836.0000	3762.3004	-0.3232	0.001000
12.6560	73.9614	3836.0000	3762.0386	-0.3316	0.001000
12.6570	73.2234	3835.0000	3761.7766	-0.3232	0.001000
12.6580	73.4854	3835.0000	3761.5146	-0.3147	0.001000
12.6590	73.7476	3835.0000	3761.2524	-0.3230	0.001000
12.6600	74.0098	3835.0000	3760.9902	-0.3315	0.001000
12.6610	73.2722	3834.0000	3760.7278	-0.3231	0.001000
12.6620	73.5346	3834.0000	3760.4654	-0.3147	0.001000
12.6630	73.7971	3834.0000	3760.2029	-0.3231	0.001000
12.6640	74.0597	3834.0000	3759.9403	-0.3316	0.001000
12.6650	74.3224	3834.0000	3759.6776	-0.3401	0.001000
12.6660	73.5852	3833.0000	3759.4148	-0.3319	0.001000
12.6670	73.8481	3833.0000	3759.1519	-0.3237	0.001000
12.6680	74.1111	3833.0000	3758.8889	-0.3321	0.001000
12.6690	74.3742	3833.0000	3758.6258	-0.3406	0.001000
12.6700	73.6374	3832.0000	3758.3626	-0.3324	0.001000
12.6710	73.9006	3832.0000	3758.0994	-0.3241	0.001000
12.6720	74.1640	3832.0000	3757.8360	-0.3325	0.001000
12.6730	74.4274	3832.0000	3757.5726	-0.3410	0.001000
12.6740	73.6910	3831.0000	3757.3090	-0.3327	0.001000
12.6750	73.9546	3831.0000	3757.0454	-0.3244	0.001000
12.6760	74.2183	3831.0000	3756.7817	-0.3328	0.001000
12.6770	74.4822	3831.0000	3756.5178	-0.3412	0.001000
12.6780	73.7461	3830.0000	3756.2539	-0.3329	0.001000
12.6790	74.0101	3830.0000	3755.9899	-0.3247	0.001000
12.6800	74.2742	3830.0000	3755.7258	-0.3330	0.001000
12.6810	74.5384	3830.0000	3755.4616	-0.3415	0.001000
12.6820	73.8027	3829.0000	3755.1973	-0.3332	0.001000
12.6830	74.0670	3829.0000	3754.9330	-0.3249	0.001000
12.6840	74.3315	3829.0000	3754.6685	-0.3332	0.001000
12.6850	74.5961	3829.0000	3754.4039	-0.3417	0.001000
12.6860	73.8607	3828.0000	3754.1393	-0.3334	0.001000
12.6870	74.1254	3828.0000	3753.8746	-0.3251	0.001000
12.6880	74.3903	3828.0000	3753.6097	-0.3335	0.001000
12.6890	74.6552	3828.0000	3753.3448	-0.3419	0.001000
12.6900	73.9202	3827.0000	3753.0798	-0.3336	0.001000
12.6910	74.1854	3827.0000	3752.8146	-0.3254	0.001000
12.6920	74.4506	3827.0000	3752.5494	-0.3337	0.001000
12.6930	74.7159	3827.0000	3752.2841	-0.3421	0.001000
12.6940	73.9813	3826.0000	3752.0187	-0.3338	0.001000
12.6950	74.2467	3826.0000	3751.7533	-0.3256	0.001000
12.6960	74.5123	3826.0000	3751.4877	-0.3339	0.001000
12.6970	74.7780	3826.0000	3751.2220	-0.3423	0.001000
12.6980	74.0438	3825.0000	3750.9562	-0.3341	0.001000
12.6990	74.3096	3825.0000	3750.6904	-0.3258	0.001000
12.7000	74.5756	3825.0000	3750.4244	-0.3341	0.001000
12.7010	74.8416	3825.0000	3750.1584	-0.3426	0.001000
12.7020	75.1078	3825.0000	3749.8922	-0.3510	0.001000
12.7030	74.3740	3824.0000	3749.6260	-0.3429	0.001000
12.7040	74.6403	3824.0000	3749.3597	-0.3349	0.001000
12.7050	74.9067	3824.0000	3749.0933	-0.3432	0.001000
12.7060	74.1732	3823.0000	3748.8268	-0.3349	0.001000
12.7070	74.4398	3823.0000	3748.5602	-0.3266	0.001000
12.7080	74.7065	3823.0000	3748.2935	-0.3184	0.001000
12.7090	74.9733	3823.0000	3748.0267	-0.3269	0.001000
12.7100	74.2401	3822.0000	3747.7599	-0.3184	0.001000
12.7110	74.5071	3822.0000	3747.4929	-0.3100	0.001000
12.7120	74.7742	3822.0000	3747.2258	-0.3184	0.001000
12.7130	75.0413	3822.0000	3746.9587	-0.3269	0.001000
12.7140	74.3086	3821.0000	3746.6914	-0.3184	0.001000
12.7150	74.5759	3821.0000	3746.4241	-0.3100	0.001000
12.7160	74.8433	3821.0000	3746.1567	-0.3185	0.001000
12.7170	75.1109	3821.0000	3745.8891	-0.3270	0.001000
12.7180	75.3785	3821.0000	3745.6215	-0.3356	0.001000
12.7190	74.6462	3820.0000	3745.3538	-0.3273	0.001000
12.7200	74.9140	3820.0000	3745.0860	-0.3192	0.001000
12.7210	75.1819	3820.0000	3744.8181	-0.3277	0.001000
12.7220	74.4499	3819.0000	3744.5501	-0.3192	0.001000
12.7230	74.7179	3819.0000	3744.2821	-0.3107	0.001000
12.7240	74.9861	3819.0000	3744.0139	-0.3192	0.001000
12.7250	75.2544	3819.0000	3743.7456	-0.3277	0.001000
12.7260	74.5227	3818.0000	3743.4773	-0.3192	0.001000
12.7270	74.7912	3818.0000	3743.2088	-0.3108	0.001000
12.7280	75.0597	3818.0000	3742.9403	-0.3193	0.001000
12.7290	75.3283	3818.0000	3742.6717	-0.3278	0.001000
12.7300	75.5970	3818.0000	3742.4030	-0.3364	0.001000
12.7310	74.8659	3817.0000	3742.1341	-0.3281	0.001000
12.7320	75.1348	3817.0000	3741.8652	-0.3200	0.001000
12.7330	75.4038	3817.0000	3741.5962	-0.3285	0.001000
12.7340	75.6729	3817.0000	3741.3271	-0.3370	0.001000
12.7350	74.9420	3816.0000	3741.0580	-0.3287	0.001000
12.7360	75.2113	3816.0000	3740.7887	-0.3205	0.001000
12.7370	75.4807	3816.0000	3740.5193	-0.3289	0.001000
12.7380	74.7502	3815.0000	3740.2498	-0.3204	0.001000
12.7390	75.0197	3815.0000	3739.9803	-0.3120	0.001000
12.7400	75.2894	3815.0000	3739.7106	-0.3204	0.001000
12.7410	75.5591	3815.0000	3739.4409	-0.3289	0.001000
12.7420	74.8289	3814.0000	3739.1711	-0.3204	0.001000
12.7430	75.0988	3814.0000	3738.9012	-0.3120	0.001000
12.7440	75.3689	3814.0000	3738.6311	-0.3205	0.001000
12.7450	75.6390	3814.0000	3738.3610	-0.3290	0.001000
12.7460	75.9092	3814.0000	3738.0908	-0.3376	0.001000
12.7470	75.1795	3813.0000	3737.8205	-0.3293	0.001000
12.7480	75.4498	3813.0000	3737.5502	-0.3212	0.001000
12.7490	75.7203	3813.0000	3737.2797	-0.3296	0.001000
12.7500	75.9909	3813.0000	3737.0091	-0.3382	0.001000
12.7510	75.2616	3812.0000	3736.7384	-0.3299	0.001000
12.7520	75.5323	3812.0000	3736.4677	-0.3217	0.001000
12.7530	75.8032	3812.0000	3736.1968	-0.3301	0.001000
12.7540	76.0741	3812.0000	3735.9259	-0.3386	0.001000
12.7550	75.3451	3811.0000	3735.6549	-0.3303	0.001000
12.7560	75.6162	3811.0000	3735.3838	-0.3221	0.001000
12.7570	75.8875	3811.0000	3735.1125	-0.3305	0.001000
12.7580	76.1588	3811.0000	3734.8412	-0.3390	0.001000
12.7590	75.4302	3810.0000	3734.5698	-0.3306	0.001000
12.7600	75.7017	3810.0000	3734.2983	-0.3224	0.001000
12.7610	75.9732	3810.0000	3734.0268	-0.3308	0.001000
12.7620	76.2449	3810.0000	3733.7551	-0.3393	0.001000
12.7630	75.5167	3809.0000	3733.4833	-0.3310	0.001000
12.7640	75.7885	3809.0000	3733.2115	-0.3227	0.001000
12.7650	76.0605	3809.0000	3732.9395	-0.3312	0.001000
12.7660	76.3325	3809.0000	3732.6675	-0.3396	0.001000
12.7670	76.6047	3809.0000	3732.3953	-0.3481	0.001000
12.7680	75.8769	3808.0000	3732.1231	-0.3400	0.001000
12.7690	76.1492	3808.0000	3731.8508	-0.3320	0.001000
12.7700	76.4216	3808.0000	3731.5784	-0.3404	0.001000
12.7710	75.6941	3807.0000	3731.3059	-0.3320	0.001000
12.7720	75.9667	3807.0000	3731.0333	-0.3237	0.001000
12.7730	76.2394	3807.0000	3730.7606	-0.3321	0.001000
12.7740	76.5122	3807.0000	3730.4878	-0.3405	0.001000
12.7750	75.7850	3806.0000	3730.2150	-0.3322	0.001000
12.7760	76.0580	3806.0000	3729.9420	-0.3239	0.001000
12.7770	76.3311	3806.0000	3729.6689	-0.3323	0.001000
12.7780	76.6042	3806.0000	3729.3958	-0.3407	0.001000
12.7790	76.8774	3806.0000	3729.1226	-0.3492	0.001000
12.7800	76.1508	3805.0000	3728.8492	-0.3411	0.001000
12.7810	76.4242	3805.0000	3728.5758	-0.3330	0.001000
12.7820	76.6977	3805.0000	3728.3023	-0.3414	0.001000
12.7830	76.9713	3805.0000	3728.0287	-0.3498	0.001000
12.7840	76.2450	3804.0000	3727.7550	-0.3417	0.001000
12.7850	76.5188	3804.0000	3727.4812	-0.3336	0.001000
12.7860	76.7927	3804.0000	3727.2073	-0.3419	0.001000
12.7870	76.0667	3803.0000	3726.9333	-0.3336	0.001000
12.7880	76.3408	3803.0000	3726.6592	-0.3253	0.001000
12.7890	76.6149	3803.0000	3726.3851	-0.3335	0.001000
12.7900	76.8892	3803.0000	3726.1108	-0.3419	0.001000
12.7910	76.1635	3802.0000	3725.8365	-0.3336	0.001000
12.7920	76.4379	3802.0000	3725.5621	-0.3254	0.001000
12.7930	76.7125	3802.0000	3725.2875	-0.3337	0.001000
12.7940	76.9871	3802.0000	3725.0129	-0.3421	0.001000
12.7950	77.2618	3802.0000	3724.7382	-0.3506	0.001000
